19940.41122946039	2.52744041143e+30
29981.327522309326	2.52258084265e+30
40022.24381515801	2.53049893046e+30
50063.160108007454	2.53073538803e+30
59962.65504461916	2.57329803403e+30
70003.57133746785	2.57328150764e+30
80044.48763031678	2.57745085021e+30
89943.98256692848	2.57664496584e+30
99984.89885977717	2.57526239973e+30
110025.81515262662	2.56698187205e+30
120066.73144547555	2.6397971864e+30
129966.22638208726	2.62377166067e+30
140007.14267493592	2.62463457741e+30
150048.0589677854	2.61764871572e+30
159947.55390439706	2.6206649431e+30
169988.47019724577	2.61922682283e+30
180029.3864900947	2.62523008902e+30
190070.30278294338	2.62917897961e+30
199969.7977195551	2.67195305395e+30
210010.71401240453	2.67449259365e+30
220051.63030525323	2.67804394645e+30
229951.12524186494	2.68139267494e+30
239992.04153471388	2.6825892446e+30
250032.95782756302	2.67663939147e+30
259932.45276417426	2.74846305882e+30
269973.36905702366	2.73467647583e+30
280014.2853498726	2.73470918996e+30
290055.2016427213	2.72673310016e+30
299954.69657933305	2.73006836358e+30
309995.6128721825	2.7347383532e+30
320036.5291650311	2.73625916056e+30
329936.0241016429	2.73701693852e+30
339976.9403944918	2.78310601352e+30
350017.8566873405	2.78284252053e+30
360058.77298018994	2.79295659249e+30
369958.2679168016	2.80086597689e+30
379999.1842096503	2.79150959738e+30
390040.10050249926	2.79145144089e+30
399939.59543911094	2.85558203844e+30
409980.51173195965	2.8381498363e+30
420021.42802480905	2.84103572859e+30
430062.344317658	2.83103007099e+30
439961.83925426943	2.82986707759e+30
450002.7555471184	2.83154583171e+30
460043.67183996784	2.83167492919e+30
469943.1667765795	2.83890770097e+30
479984.0830694282	2.88834436973e+30
490024.9993622771	2.88402065682e+30
500065.91565512586	2.89479220149e+30
509965.41059173754	2.89957066987e+30
520006.326884587	2.89298679504e+30
530047.2431774357	2.8927376992e+30
539946.7381140473	2.95215080913e+30
549987.6544068963	2.93766798031e+30
560028.570699745	2.93378654666e+30
570069.4869925944	2.92714156848e+30
579968.9819292062	2.92106839891e+30
590009.8982220548	2.92552005754e+30
600050.8145149038	2.92587727871e+30
